Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,specific_model
Ford Ecosport 2019  Turbo FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history,,"NRs 3,499,000.00",BRAND NEW CONDITION FORD ECOSPORTS 2019 FULL OPTION(TREND OPTION TURBO TDCI) with Touch screen display. In near Brand new condition(Only minor Scratches) in All original […],,,,Ecosport Turbo FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history
Hyundai Getz 2009 full option Immaculate condition,,"NRs 1,150,000.00","Excellent quality Hyundai Getz 2009 full option, in immaculate factory condition. A quality purchase, free from accidents and problems. Fully service and newly polished. Priced […]",,,,Getz full option Immaculate condition
Hyundai Verna 2017 VTVT Automatic Transmission,,"NRs 3,850,000.00","Hyundai Verna 1.6 VTVT 2017 Automatic Transmission. Newly polished and serviced, fully inspected vehicle. Comes loaded with Dual airbags, Climate control and many more options […]",,,,Verna VTVT Transmission
Kia Picanto 2008 Low Km Single Owner,,"NRs 1,100,000.00","Single Owner Kia Picanto with Low Kms is here for you with full Kia Service history. A problem-free vehicle, Newly Polished and Serviced. Priced@11,00,000/-(Taking Offers) […]",,,,Picanto Low
Kia Rio Hatchback With Sunroof 2008,,"NRs 1,275,000.00","Excellent condition Kia Rio 2008 Full Option, free from problems and accident’s. Fully checked and inspected by our engineers. Drives in excellent condition. Priced@NRs12,75,000/-(Taking Offers) […]",,,,Rio Hatchback
"JAPANESE GRAND VITARA 4X4 FULLY LOADED WITH AirBags, ABS, Steering Ctrls",,"NRs 2,025,000.00","Quality Japanese OFF roader SUZUKI Grand Vitara 4WD. Loaded with an aftermarket Multimedia system, custom-fitted leather seats. Freshly painted and polished to original condition. This […]",,,,JAPANESE GRAND VITARA AirBags ABS Steering Ctrls
Kia Sportage GT-Line AWD Top Trim Auto,,"NRs 6,900,000.00",Kia Sportage GT-Line AWD Full option Auto transmission model with Pedal shifter and JBL premium audio system. Highlights * Minimal running- Full-service history. * Auto […],,,,Sportage GT-Line AWD Top Trim Auto
BRAND NEW condition Skoda Rapid Rider 1.0 Tsi Mt with Service History,,"NRs 3,099,000.00",The Skoda Rapid Rider 1.0 Tsi Mt is in showroom condition. It comes with complete service history and coupons for free service. 7000K KM RUN. […],,,,condition Rapid Rider 1.0 Tsi Mt Service History
Fully Loaded 2019 Nissan Kicks Xv 7000K KM  (w/full Service History),,"NRs 4,399,000.00","Nearly brand new in condition with only 8000 kilometres driven (plus-) Dressed in Metallic silver, in truly original condition that you wouldn’t want to miss. […]",,,,Kicks Xv 7000K w/full Service History
Single Owner Volkswagen POLO HighLine immaculate condition,,"NRs 2,075,000.00","The Volkswagen Polo High-line(Top Model) 2013 is in excellent condition with full options (Steering Controls, Bluetooth, ABS, Alloy wheels). Newly polished, clean interiors with no […]",,,,POLO HighLine immaculate condition
Single Owner HYUNDAI EON 2013 Full Service History Immaculate condition,,"NRs 1,275,000.00","Hyundai Eon Era+ 2013 is in excellent condition, free from accidents and problems. Viewing is highly recommended. Single Owner and free from accidents and problems […]",,,,EON Full Service History Immaculate condition
Single Owner HYUNDAI GRAND I10 ASTA ‘O’ Full Pack Edition Only 12k km Run Untouched spare wheel,,"NRs 2,450,000.00",Single Owner Hyundai Grand i10 ASTA’O’ 2016 13k Run ONLY (With Hyundai Service Records) in excellent condition. This Sporty hatchback is a Fully Loaded Edition […],,,,GRAND I10 ASTA ‘O’ Full Pack Only 12k Run Untouched spare wheel
BRAND NEW condition Hyundai Creta 360 Camera Upgraded  2020 4000k Run,,"NRs 4,950,000.00","Brand New Condition Hyundai’s flagship The Creta, with Dual airbags and climate ctrl bought abt 3 months ago. Comes loaded with FULL accessories available in […]",,,,condition Creta 360 Camera Upgraded 4000k Run
Hyundai Tucson GL 2011 Diesel in wow condition,,"NRs 3,799,000.00",Super Excellent Condition Hyundai Tucson GL 2011 in its Original glory. (Comes with full Hyundai Service History and Guaranteed Original Km run). No Accidents and […],,,,Tucson GL Diesel in wow condition
Hyundai Xcent Single Owner Full Serivce History Immaculate Condition,,"NRs 1,975,000.00","Hyundai X-cent 2014, with full Hyundai service history and all original metallic factory paint(Minor Touchup only). * Single owner and condition fully assured. * Full […]",,,,Xcent Full Serivce History Immaculate Condition
HONDA CIVIC Fully Loaded Manual Transmisson Japanese Immaculate condition Don’t Miss,,"NRs 1,750,000.00","In quality condition, Honda Civic 2007 is fully loaded with Sunroof, Climate ctrl, Steering Ctrl. This civic has been customed to sporty leather seats, very […]",,,,CIVIC Manual Transmisson Japanese Immaculate condition Don’t Miss
VOLKSWAGEN POLO GT TSI Automatic Immaculate condition,,"NRs 2,500,000.00",Volkswagen Special Edition Highline GT TSI 2013 Auto Gear with DSG Gear Box. Full-Service history will be Provided. One Quality defining POLO with amazing power […],,,,POLO GT TSI Immaculate condition
MARUTI CARGO 2013 Immaculate condition Single Owner,,"NRs 600,000.00","CARGO VAN 2013, IN IMMACULATE CONDITION. Previously used in Minor lightweight food suppliers, carrying only lightweights. No damages at all. Looks and drives are just […]",,,,CARGO Immaculate condition
HYUNDAI SANTRO 2009 GLS Single Owner,,"NRs 1,299,000.00",Single Owner Hyundai Santro GLs plus 2009 in much looked after condition. (Full-Service History) Quality and inspection fully carried out. Free from accidents and problems. […],,,,SANTRO GLS
HYUNDAI GRAND I10 ASTA ‘O’ Full Pack Edition with FS/H IMMACULATE,,"NRs 2,075,000.00","Hyundai Grand i10 ASTA’O’ (With Hyundai Service Records) in excellent condition. This Sporty hatchback is a Fully Loaded Edition with a Keyless Push Start, Genuine […]",,,,GRAND I10 ASTA ‘O’ Full Pack FS/H IMMACULATE
Ford Ecosport 2018 8000Km Run FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history,,"NRs 3,399,000.00",BRAND NEW CONDITION FORD ECOSPORTS 2018 FULL OPTION(TREND OPTION) with Touch screen display. In Brand new spotless condition with minimal running of only 8000k(Showroom warranty […],,,,Ecosport 8000Km Run FULL OPTION TREND AIRBAGS AND STEERING CTRL Full Service history
CHEVROLET Spark Full Option In Good condition,,"NRs 799,000.00","Excellent condition CHEVROLET SPARK 2009, comes fully loaded with all 4 Power windows, Power Steering,A/C, Semi Leather seats(Custom fitted plus many more. This Vehicle is […]",,,,Spark Full Option In Good condition
HYUNDAI VERNA SX  2014  IMMACULATE CONDITION FULL SERVICE,,"NRs 2,600,000.00","Single Owner, Hyundai VERNA SX+(FULL OPTION) in immaculate condition,(Includes full-service history). Newly polished and serviced, fully inspected vehicle. Great value for Bargain Hunter. Over 30% […]",,,,VERNA SX IMMACULATE CONDITION FULL SERVICE
HYUNDAI I20 ACTIVE ‘S’ Full Option 2016 In Good condition,,"NRs 2,950,000.00",Hyundai I20 Active ‘S’2016 Asta in excellent condition. 190mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety features include […],,,,I20 ACTIVE ‘S’ Full Option In Good condition
New Nissan Magnite Xv Premium 2021 (BRAND NEW DEAL),,"NRs 4,250,000.00",NEW NISSAN 2021 MAGNITE XV PERFORMANCE MONO TURBO Run 1400 kilometers New bill and warranty included. PRICE INFORMATION BELOW * Price when new -> MRP […],,,,Magnite Xv Premium DEAL
TATA TIAGO NRG CUV 2019 Brand new condition 2019,,"NRs 2,350,000.00","TATA TIAGO NRG Cuv, in near brand new condition 2019. with minimal running of only 8000km. In near brand new condition, NRG, Cross over CUV, […]",,,,TIAGO NRG CUV condition
TOYOTA Echo (Yaris) ex-Diplomat Immaculate condition Immaculate condition,,"NRs 875,000.00","In immaculate condition, this Japanese-built TOYOTA ECHO(also known as the Toyota Yaris in some countries). Formerly owned by the Japanese Embassy in Kathmandu, the vehicle […]",,,,Echo Yaris ex-Diplomat Immaculate condition Immaculate condition
FORD FIGO 2016 with AirBags EXCELLENT CONDITION,,"NRs 1,775,000.00","Ford Figo 2016 Ambient(Comes with Ford Service records) with Dual airBags, in Excellent condition. SINGLE OWNER, WITH DUAL AIRBAGS, in immaculate condition. A well-maintained Hatchback […]",,,,FIGO AirBags EXCELLENT CONDITION
MARUTI SUZUKI SWIFT ZXi 2014 Single Owner Immaculate condition,,"NRs 2,200,000.00","Buy with warranty. Maruti Suzuki Swift Zxi in all original condition. It has a single owner and a full Suzuki service history. In original paint, […]",,,,SWIFT ZXi Immaculate condition
MITSUBUSHI PAJERO Exceed FULLY LOADED Automatic Immaculate condition,,"NRs 11,500,000.00","Exquisite condition Mitsubishi PAJERO Exceed 2013 (SunRoof, Super Select 4WD(Latest Shape), in Beautiful Metallic Pearl white, the ultimate head-turner(Executive class). This Quality SUV is a […]",,,,MITSUBUSHI PAJERO Exceed Immaculate condition
Volkswagen POLO Highline 1.6Cc 2016 Excellent Condition,,"NRs 2,599,000.00","A Quality German Brand Volkswagen POLO Highline (Full Option) 2016, in Near New Condition. Ultimate class-defining Sporty vehicle. In pristine condition, this is a class-defining […]",,,,POLO Highline 1.6Cc Excellent Condition
MAHINDAR BOLERO Pik UP Double cabin 4WD and PowerSteering,,"NRs 1,850,000.00",A showroom description of the model is given below. The model comes with a powerful and fuel-efficient Mahindra DI diesel engine with a long life. […],,,,MAHINDAR BOLERO Pik UP Double cabin 4WD and PowerSteering
NEW Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC P- SUNROOF,,"NRs 5,990,000.00",BRAND NEW Kia Seltos HTx+ IVT Automatic with Leather interior and Panoramic sunroof(FULLY LOADED TOP MODEL) This Brand new beauty is a fully loaded top […],,,,Seltos HTX IVT P
Hyundai Eon Era+ 2013 in Excellent COndition,,"NRs 1,250,000.00","Hyundai Eon Era+ 2013 in excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs12,50,000/-(Taking near offers) Visit www.ktmcarsales.com For Test Drive and […]",,,,Eon Era in Excellent COndition
LIMITED EDITION (Skoda Rapid Monte Carlo) 1.6 MPI MT SINGLE OWNER,,"NRs 3,550,000.00","A Real head-turner–>(LIMITED EDITION “Monte Carlo Edition”) SKODA RAPID STYLE Plus 2020 in immaculate condition. Comes loaded with (Cruise ctrl, OEM Reverse camera, AirBags, ABs, […]",,,,LIMITED Skoda Rapid Monte Carlo 1.6 MPI MT
Volkswagen Cross Polo 2015 Excellent Condition,,"NRs 2,399,000.00","Volkswagen Cross Polo 1.6cc 2015 High-line(Top Model) excellent condition, with genuine running, comes with Volkswagen full-service history. This Vehicle is almost good as a new […]",,,,Cross Polo Excellent Condition
MARUTI SUZUKI Swift Dzire 2013 ZXI Single Owner Immaculate condition,,"NRs 2,125,000.00","SINGLE OWNER SUZUKI SWIFT DZIRE ZXI 2013 A pristine condition, Suzuki Swift DZIRE ZXI 2013 (Equipped with Dual AirBags, Climate Ctrl). A family-safe car with […]",,,,Swift Dzire ZXI Immaculate condition
Nissan SuperSaloon  AUTOMATIC In Immaculate condition 2004,,"NRs 1,299,000.00","AUTOMATIC TRANSMISSION, NISSAN Super Saloon Japanese built (Later Shape). Executive class quality vehicle. Free from scratches and problems, Fully Tested and Inspected. A Much looked […]",,,,SuperSaloon In Immaculate condition
MARUTI SUZUKI Alto LXI 2016 Single Owner,,"NRs 1,450,000.00","The Alto LXI 2016 is in immaculate condition with just one owner and NO expenses. Equipped with Power Steering, A/C, Front Power windows, Audio system, […]",,,,Alto LXI
MAHINDRA SCORPIO 4WD 2.6cc Full Option Non AirBag,,"NRs 1,750,000.00",Mahindra Scorpio 2002 single hand in superb condition. The Most demanding SUV in the Market with excellent resale value. * Loaded with off-roading tires. * […],,,,SCORPIO 4WD 2.6cc Full Option Non AirBag
Excellent Condition Chevrolet AVEO UVA LS 2009,,"NRs 1,025,000.00","Chevrolet AVEO UVA 2009 LS in immaculate condition. Affordable and value for money without the Hefty price tag, In condition good as new. WITH ONLY […]",,,,Excellent Condition AVEO UVA LS
MARUTI SUZUKI SWIFT ZXI Push button start Immaculate condition,,"NRs 2,450,000.00","Immaculate Suzuki Swift ZXI 2016 Model in immaculate condition. Genuine Low Run quality vehicle. Options include Bluetooth, Steering Ctrls, Fog lamps, ZXI Alloys. This Vehicle […]",,,,SWIFT ZXI Push button start Immaculate condition
HYUNDAI TUCSON 2008 SINGLE OWNER 4WD  in Immaculate condition,,"NRs 2,399,000.00","Single Owner HYUNDAI Tucson 2008(GL)4wd in Dual-tone (Grey and Metallic Silver). Free from scratches and problems, fully Tested and Inspected. In original paint condition, tidy […]",,,,TUCSON 4WD in Immaculate condition
Ford Figo 2013 ZXI Excellent condition,,"NRs 1,350,000.00",Single Owner Ford Figo 2013 ZXI in excellent condition. This Vehicle is free from accidents and scratches. Newly refurbished to Brand new condition. Very tidy […],,,,Figo ZXI Excellent condition
DATSUN READY GO 1000cc with Airbag Excellent condition,,"NRs 1,450,000.00","Nissan Datsun Ready-go 2018 free from accidents and problems. Economical cheap City Run around Vehicle without the price tag. Ideal first-time buyers’ choice. Priced@NRs14,50,000/(Taking offers) […]",,,,DATSUN READY GO 1000cc Airbag Excellent condition
German Built Volkswagen Tiguan HIGH-LINE(TOP MODEL)24000 Km 2.0 TSI,,"NRs 6,200,000.00","German-built, Volkswagen Tiguan 2013 4-Motion(AWD)FULLY LOADED-HIGH-LINE(Panoramic Roof, Leather packed, Heated/Cooling Seats,8 AirBags, Electric Seats)DSG Automatic transmission. All Orginal Condition. Only one Previous owner low Run(24k=FullService […]",,,,German Built Tiguan HIGH-LINE(TOP MODEL)24000 2.0 TSI
BRAND NEW MAHINDRA SCORPIO 2019 S5 4WD(UNDER COMPANY WARRANTY),,"NRs 5,125,000.00","Brand New Condition Mahindra Scorpio 4WD 2019 S5, Selling on behalf of a customer, So GRAB A BRAGIN PRICE NOW!! PRICED NOW!!NRs51,25,000/- PLUS ACCESSORIES WORTH […]",,,,SCORPIO S5 4WD(UNDER COMPANY WARRANTY
HYUNDAI GRAND I10 MAGNA 2015 Full Serivce History LOW Run,,"NRs 2,075,000.00","Hyundai Grand i10 Magna(with only two previous owners)2015 Free from accidents and problems, in immaculate condition. A Much looked after vehicle by its previous owners. […]",,,,GRAND I10 MAGNA Full Serivce History LOW Run
BRAND NEW FORD FREESTYLE 2019 Titanium PLUS 11K  with 360 Camera (OFFERS Wellcome),,"NRs 2,925,000.00",Ford Figo Freestyle 2019 Titanium with Push-button start in super excellent condition. Intact in almost all Original paint conditions. A perfect Suv look-alike CUV vehicle […],,,,FREESTYLE Titanium PLUS 11K 360 Camera OFFERS Wellcome
HYUNDAI VERNA SX  2014 Run FULL SERVICE,,"NRs 2,699,000.00","Single Owner, Hyundai VERNA SX+(FULL OPTION) in immaculate condition,(Includes full-service history). Newly polished and serviced, fully inspected vehicle. Great value for Bargain Hunter. Over 30% […]",,,,VERNA SX Run FULL SERVICE
Maruti Suzuki Celerio 2014 AUTOMATIC DRIVE,,"NRs 17,250,000.00","Maruti Suzuki in Auto transmission 2014 VXI in immaculate condition with no expenses spared. Fully refurbished to original condition. Problem-free and accident-free. Priced@17,25,000/-(Taking Near offers) […]",,,,Celerio DRIVE
SKODA RAPID 1.6 ELEGANCE Plus (FULL LOADED) AUTOMATIC TRANSMISSION,,"NRs 2,825,000.00","German quality, Singly driven, SKODA RAPID, PREMIUM Black Edition. –> The Elegant Plus 2015. Auto/Manual(DSG)transmission in Impeccable condition. Includes Full Skoda Service History. Features:- Auto/Manual […]",,,,RAPID 1.6 ELEGANCE Plus FULL TRANSMISSION
HYUNDAI i20 Elite Magna in Original condition. LOW LOW RUN Full Hyundai Service History,,"NRs 2,625,000.00","HYUNDAI I20 ELITE MAGNA 2016, with dual Airbags, includes Full Hyundai History. Single Owner Sporty, immaculate condition dressed in beautiful Metallic Red. In Pristinely kept […]",,,,i20 Elite Magna in Original condition LOW LOW RUN Full Service History
Honda Cr-V New Shape Automatic AWD RVSI Impeccable Condition (Japanese Built) 2015 Reg,,"NRs 6,900,000.00","HONDA Cr-V 4WD Fully Loaded(Sunroof, Premium Leather package) facelift model 2015 Registration(2014 MDF), in impeccable condition (Japanese built). Award-winning, Honda CR-V has the highest standards […]",,,,Cr-V AWD RVSI Impeccable Condition Japanese Built Reg
