Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,Year
2008 Toyota Land Cruiser V8,Automatic,"NRP16,000,000.00",,,,,2008
1991 Mitsubishi Pajero Evolution,Manual,"NRP2,450,000.00",,,,,1991
2007 Nissan Super Saloon,Manual,"NRP1,250,000.00",,,,,2007
2015 Toyota Etios,Automatic,"NRP2,500,000.00",,,,,2015
2016 Hyundai Creta Sx,Automatic,"NRP3,850,000.00",,,,,2016
2014 Honda City,Automatic,"NRP2,450,000.00",,,,,2014
2010 Toyota Prado,Automatic,"NRP13,500,000.00",,,,,2010
2020 Kia Seltos,Manual,"NRP4,600,000.00",,,,,2020
2017 Kia Carnival,Automatic,"NRP5,500,000.00",,,,,2017
2006 Mitsubishi Pajero Evolution,Automatic,"NRP4,500,000.00",,,,,2006
2017 Isuzu Full Option Highlander,Tiptronic,"NRP3,650,000.00",,,,,2017
2017 Suzuki Maruti Suzuki Baleno,Tiptronic,"NRP2,399,000.00",,,,,2017
2014 Ford Ecosport,Tiptronic,"NRP2,425,000.00",,,,,2014
2010 Kia Sportage,Manual,"NRP3,200,000.00",,,,,2010
2010 Toyota Hilux,Manual,"NRP3,900,000.00",,,,,2010
2010 Toyota Yaris,Automatic,"NRP522,608.00",,,,,2010
2017 Toyota Yaris,Automatic,"NRP991,548.00",,,,,2017
2020 Toyota Yaris,Manual,"NRP1,500,000.00",,,,,2020
2008 Toyota Yaris,Manual,"NRP1,750,000.00",,,,,2008
2013 Ford Figo Titanium,Manual,"NRP1,450,000.00",,,,,2013
2016 Mahindra Bolero,Manual,"NRP1,850,000.00",,,,,2016
2015 Mahindra Scorpio,Manual,"NRP2,350,000.00",,,,,2015
2017 Mahindra Scorpio,Manual,"NRP3,900,000.00",,,,,2017
2018 Suzuki Suzuki Brezza Zdi,Manual,"NRP3,600,000.00",,,,,2018
2015 Nissan Sunny,Manual,"NRP2,250,000.00",,,,,2015
2015 Hyundai Creta Sx,Manual,"NRP3,750,000.00",,,,,2015
2016 Hyundai Creta Sx,Manual,"NRP4,000,000.00",,,,,2016
2014 Hyundai Xcent Sx,Manual,"NRP2,150,000.00",,,,,2014
2007 Toyota Yaris,Manual,"NRP1,425,000.00",,,,,2007
2018 Nissan Micra,Manual,"NRP1,850,000.00",,,,,2018
2017 Toyota Hilux,Manual,"NRP7,800,000.00",,,,,2017
2014 Volkswagen Polo,Manual,"NRP2,150,000.00",,,,,2014
2017 Mahindra Scorpio,Manual,"NRP3,400,000.00",,,,,2017
2018 Toyota Hilux,Manual,"NRP8,100,000.00",,,,,2018
2014 Mahindra Daihatsu Terios,Manual,"NRP4,550,000.00",,,,,2014
2019 Hyundai Creta E,Manual,"NRP398,000.00",,,,,2019
2018 Suzuki Celerio Vxi 2018 Model,Manual,"NRP1,975,000.00",,,,,2018
2016 Mahindra Scorpio,Manual,"NRP3,100,000.00",,,,,2016
2017 Kia Carnival,Automatic,"NRP5,500,000.00",,,,,2017
2016 Hyundai Grand,Manual,"NRP2,099,000.00",,,,,2016
2014 Suzuki Alto,Manual,"NRP1,200,000.00",,,,,2014
2014 Hyundai I20,Manual,"NRP1,900,000.00",,,,,2014
2014 Hyundai Tucson,Manual,"NRP4,200,000.00",,,,,2014
2022 Suzuki A Star Concept,Manual,"NRP2,550,000.00",,,,,2022
2017 Hyundai Creta Sx,Manual,"NRP3,775,000.00",,,,,2017
2019 Hyundai Creta E,Manual,"NRP3,790,000.00",,,,,2019
2015 Tata Indica Ev2 Xeta,Manual,"NRP1,150,000.00",,,,,2015
,,,,,,,0
New Shape Hyundai I20 Sportz 2022 Single Owner,,"NRs 3,400,000.00","Single Owner New Shape Hyundai I20 Sportz 2022 Comes with 170mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,,2022
Maruti Suzuki Baleno Delta 2018 Single Owner,,"NRs 2,250,000.00","Maruti Suzuki Baleno Delta 2018 Single Owner with full service history in immaculate condition. Full Option loaded with (Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,,2018
Hyundai Venue (S) 1.2 Model 2020 with only 16000 KM,,"NRs 3,200,000.00",Single Owner Hyundai Venue ‘S’2020 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety features […],,,,2020
Kia Seltos HTK+ 1.5L Petrol Single Owner,,"NRs 4,000,000.00","Kia Seltos HTK+ Manual 2020 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,,0
2018 Suzuki Vitara Brezza ZDi,,"NRs 3,050,000.00",Single Owner Fully Loaded 2018 Suzuki Vitara Brezza ZDi in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,,2018
Toyota Hilux 2021 Model 4X4 Like Brand New,,"NRs 9,200,000.00","TOYOTA HILUX REVO 2021 4X4, the ultimate OFF ROADER 2800 C.C blessed with legendary Toyota’s reliability. In brand new condition. No Marks, No Damages, Fully […]",,,,2021
Hyundai Creta E 2015 in very reasonable price,,"NRs 2,800,000.00",Two Owner Hyundai Creata S 2015 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,,2015
Toyota Rav4 Full Option 2010 Super Clean condition,,"NRs 2,800,000.00",Super Excellent Condition Toyota Rav 4 2010 in its Original glory. No Accidents and Scratches free. This SUV is Fully Loaded with 4WD A Super […],,,,2010
TOYOTA YARIS 2006 FULL OPTION,,"NRs 1,150,000.00","A Quality Japanese flagship model The Luxurious Toyota Yaris 2006 full option(Loaded with, DUAL AIRBAGS, ABs with Excellent mileage). Free from accidents and problems, with […]",,,,2006
Swift Dzire VXI 2018 Immaculate Condition,,"NRs 2,300,000.00",New Suzuki Dzire Vxi 2018 is fully Loaded vehicle with safety and comfort features. This vehicle has been fully tested and thoroughly inspected ready for […],,,,2018
Ford Figo Trend 2016 28000km Not to be Missed,,"NRs 1,675,000.00","Ford Figo 2016 TREND 28000 KM(Comes with Ford Service records) with in Excellent condition. A well-maintained Hatchback that is comfortable and stylish, provides excellent mileage […]",,,,2016
SUZUKI SWIFT VXI 2016,,"NRs 1,950,000.00",Suzuki Swift Vxi 2016 is Up for Sale. This Vehicle is free from accidents and has no problems or issues. Newly Polished and complete scratch […],,,,2016
Hyundai Creta SX ‘O’ 2018 with Sunroof,,"NRs 4,450,000.00","Immaculate condition Hyundai’s flagship The Creta, Sx ‘O’ 2018 with SunRoof  Comes with Leather Seate, Electric Power seats, Airbags, ABs, Audio mounted controls, 17 inch […]",,,,2018
Volkswagen Polo High-line 2013,,"NRs 1,675,000.00",Excellent condition Volkswagen Polo High-line 2013 up for SALE. Fully Loaded variant in condition good as new. Fully inspected and quality fully assured. Tidy interiors […],,,,2013
SUZUKI SWIFT ZXI 2017 Single Owner,,"NRs 2,250,000.00","Single Owner SUZUKI SWIFT ZXI 2017 in brand new condition. Sporty Looks, good resale value. Comes with keyless entry, push start, Airbags and ABS. With […]",,,,2017
Suzuki Celerio 2015 AMT,,"NRs 1,850,000.00",Single owner Maruti Suzuki Celerio VXi 2015 (AMT) Auto Gear up for SALE. Full option VXI variant in an excellent driving condition. In original factory […],,,,2015
MARUTI SUZUKI VITARA BREZZA ZDi+ 2016 Single Owner 41000 Km,,"NRs 2,750,000.00",Single Owner Fully Loaded 2016 Suzuki Vitara Brezza ZDi+ in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service center. Intact […],,,,2016
3 Door Mitsubishi Pajero 1998 Fully Modified,,"NRs 2,700,000.00",Limited Edition 3 Door Mitsubishi Pajero V20 1998 4WD is Up for SALE. It’s an opportunity to own a pre-owned 3 Door Pajero that has […],,,,1998
Honda Mobilo 1.5 SMT Seven Seater 2014,,"NRs 1,975,000.00","Perfect 7 Seater car, Honda’s Mobile 2014 SMT 1.5cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family 7 Seater with the size […]",,,,2014
Hyundai Grand i10 Magna 2015 Up for SALE,,"NRs 1,900,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,,2015
"Toyota PRADO Land cruiser 2008 VX (SunRoof, Leather seates, Tesla screen Full AC)",,"NRs 8,500,000.00","Immaculate condition Toyota’s flag ship model the Land cruiser PRADO VX(Top Option) 2008 model in Beautiful Metallic Black. A Fully loaded edition, Unbelievable quality for […]",,,,2008
Hyundai Accent 2006 Single Owner,,"NRs 950,000.00","Single owner-HYUNDAI ACCENT 2006 Family Sedan, Full option in immaculate condition. Fully Service History and newly polished. Viewing and test drive recommended Priced @NRs 9,50,000/-(Best […]",,,,2006
Polo 1.2 Comfortline 2015 Single Owner,,"NRs 1,825,000.00","Excellent condition Single Owner Volkswagen Polo 1.2 comfort-line 2015. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality […]",,,,2015
Suzuki Astar 2009 Value for Money,,"NRs 1,025,000.00","Excellent condition Maruti Suzuki ASTAR VXI 2009 up for SALE. Drives just like new in condition, with minimal running. Free from accidents and problems. No […]",,,,2009
Honda Brio SMT 2014 Single Owner,,"NRs 1,550,000.00","The Ultimate city car, with amazing power to weight ratio Honda’s Brio SMT 2014 1.2c Japanese i-vtec engine in super immaculate condition. This vehicle has […]",,,,2014
Kia Seltos HTX IVT Fully Loaded 2020 AUTOMATIC with SUNROOF,,"NRs 4,950,000.00","2020 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs46,50,000/(Close […]",,,,2020
Hyundai Creta SX+ 2016 Diesel Fully Loaded,,"NRs 3,200,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” 2016 Up for sale.. What more to ask for […]",,,,2016
Hyundai I20 Active Base 2018,,"NRs 2,650,000.00","Hyundai I20 Active ‘Base’ 2018 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety features include Airbags, […]",,,,2018
Auto Gear Ford Figo Aspire 2017 TITANIUM Single Owner,,"NRs 2,050,000.00","Auto Gear Ford Figo Aspire 2017 TITANIUM in Excellent condition. SINGLE OWNER. A well-maintained noseback that is comfortable and stylish, provides excellent mileage and is […]",,,,2017
Hyundai Creta SX+ 2017 Single owner Diesel Fully Loaded,,"NRs 3,450,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” in Silver Color. Used minorly But in Pristinely kept […]",,,,2017
2014 Subaru XV Single Owner Immaculate condition,,"NRs 3,750,000.00",The Subaru XV is one of the top-selling small SUVs on the market. It is a compact SUV from the Japanese company that has featured […],,,,2014
Maruti Suzuki Celerio ZXi 2017 Up for SALE,,"NRs 1,950,000.00","Single owner top model Maruti Suzuki Celerio ZXi 2017, Fully option ZXI variant in an excellent driving condition. In original factory condition with no major […]",,,,2017
DAIHATSU Terios-SX FULL OPTION Not to be Missed,,"NRs 2,300,000.00","Embark on your next adventure in this well-kept 2007 Daihatsu Terios! Offering a perfect blend of city-friendly maneuverability and off-road capability, this compact SUV is […]",,,,0
Nissan Datsun Redi Go 2021 BRAND NEW CONDITION 12000 Km ONLY,,"NRs 1,625,000.00",Nissan Datsun Redi-go 2021 free from accidents and isues. Brand New Condition NEW SHAPE Economical cheap best for City Drive. Ideal first-time buyers’ choice. Full […],,,,2021
Maruti Suzuki Baleno 2016 Xeta Single Owner,,"NRs 1,990,000.00","Maruti Suzuki Baleno Xeta 2016 Single Owner Up for sale. Full Option loaded with (Keyless entry, Push Start, Dual AirBags,ABs,Telephonic Bluetooth,Climate Ctrl, Steering mounted Ctrls). […]",,,,2016
Hyundai Creta E+ 2017 Single owner,,"NRs 3,150,000.00",Single Owner Hyundai Creata E+ 2017 Up for SALE. Without a single scratch or damage. Well looked after and driven with extra care and love. […],,,,2017
Nissan Navara VL 2.5 Turbo 4X4 Auto Gear with 45000 KM,,"NRs 5,600,000.00","Introducing a remarkable opportunity to own a pre-owned Nissan NAVARA Auto Gear 2016. This vehicle is a true gem, combining rugged capabilities with modern comforts […]",,,,0
Volkswagen Vento Highline 2014 Automatic Gear 33000 KM,,"NRs 2,050,000.00","Luxurious German quality, Excellent condition Auto Gear/Automatic Transmission Volkswagen Vento Highline(TopModel) 2014 in super immaculate condition. Free from accidents and any issues, newly polished and […]",,,,2014
Hyundai Grand i10 Magna 2015 Up for SALE,,"NRs 1,925,000.00",Hyundai Grand i10 Magna 2015. Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,,2015
Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine,,"NRs 1,550,000.00","Perfect city car, with amazing power to weight ratio Honda’s AMAZE 2013 1.2cc Japanese i-vtec engine in super immaculate condition. A professionally perfect family sedan […]",,,,2013
Skoda Rapid 1.6 Ambition 2018 Single Owner,,"NRs 2,050,000.00","SINGLE OWNER Skoda Rapid 1.6 Ambition 2018 (FULL SERVICE HISTORY) is in showroom condition. It comes with complete service history. Comes loaded with Dual airbags, […]",,,,2018
Maruti Suzuki Celerio VXI 2022 New Shape Single Owner,,"NRs 2,275,000.00","Single owner New Shape Maruti Suzuki Celerio 2022 VXI, Fully option VXI variant in an excellent driving condition comes with A/C, Power Steering. In original […]",,,,2022
MARUTI SUZUKI CELERIO VXI 2015 SINGLE OWNER,,"NRs 1,625,000.00","Single owner Maruti Suzuki Celerio 2015 VXI, Fully option VXI variant in an excellent driving condition. In original factory condition with no major wear and […]",,,,2015
Honda JAZZ 2016 VMT in Near Brand New condition,,"NRs 2,050,000.00","Single Owner and in super Excellent condition Honda Jazz VMT 2016 (New Shape) dressed in Metallic White, a real head turner (Executive class) quality vehicle. […]",,,,2016
Tata Hexa Brand New condition 7 Seater Premium SUV,,"NRs 3,900,000.00",Awesome road presence Tata Hexa 2017 is Up for SALE. Brand New condition 7 Seater SUV with 4WD perfect for Nepal’s Off Roads. Black leather […],,,,0
Hyundai Grand I10 Nios F/L Magna 2021 14000KM,,"NRs 2,500,000.00",Grand I10 NIOS F/L Magna 2021. Single owner with entire service history. Only 14000 KM. * Dual AirBags and full Hyundai service. In immaculate condition. […],,,,2021
Maruti Suzuki Alto K10 2012,,"NRs 1,075,000.00","The Classic Alto K10 VXI (With A/c, Power Steering and Power windows) 2012 in Immaculate condition. Free from accidents and problems, Excellent Re-sell value. A […]",,,,2012
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,,"NRs 5,375,000.00","2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant. Priced@NRs53,75,000/(Close […]",,,,2021
Volkswagen Polo 1.0 TrendLine 2019 Single Owner,,"NRs 2,050,000.00","Excellent condition Single Owner Volkswagen Polo Trend-line 2019. Comes with All Four power windows, Airbags, ABS. This Vehicle has been fully checked and quality assured. […]",,,,2019
Ford Ecosport 2019 Titanium New Shape,,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,,2019
Hyundai I20 Active ‘S’2015 Asta Single Owner,,"NRs 2,350,000.00",Single Owner Hyundai I20 Active ‘S’2015 Asta in excellent condition. 190mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. COMES […],,,,2015
MAHINDRA SCORPIO 2018 S5 4WD Excellent condition,,"NRs 4,000,000.00","Immaculate Condition Mahindra Scorpio 4WD S5 2018. Mahindra 2.2cc M-Hawk Turbo Engine Loaded with Dual AirBags, ABs NO scratches, No Problems. Drives and feels just […]",,,,2018
Kia Seltos HTK+ 1.5L Petrol Single Owner,,"NRs 4,200,000.00","Kia Seltos HTK+ Manual 2021 in Brand New Condition. Free from accidents and problems. Used minorly But in Pristinely kept New Condition, Full-service history/ Good […]",,,,0
Ford Ecosport 2015 Ambiente Cheap CUV,,"NRs 1,750,000.00",Ford Ecosport 2015 Ambiente in super excellent condition Interiors and Exteriors are very clean and new condition. No Accidents no Scratches. Do Not Miss this […],,,,2015
Hyundai Eon Magna+ 1000 C.C 2015 in immaculate condition,,"NRs 1,425,000.00","Single Owner Hyundai Eon Magna+ 2015 1000CC in super excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs13,50,000/-(Taking near offers) Visit www.ktmcarsales.com […]",,,,1000
Hyundai Venue E 1.2 Model 2021 Single Owner,,"NRs 2,875,000.00",Single Owner Hyundai Venue ‘E’ 2021 in brand new condition. 195mm ground clearance of this quality cross-over CUV is ideal for Nepal’s challenging roads. Safety […],,,,2021
Hyundai I20 Active ‘S’  2019 Single Owner,,"NRs 2,975,000.00","Single Owner Hyundai I20 Active Asta ‘S’ 2019 Comes with 190mm ground clearance, this is the ideal CUV/Cross over highly suitable for challenging terrains. Safety […]",,,,2019
BYD ATTO 3 (SUPERIOR) Long Range EV 2023,,"NRs 6,100,000.00","BYD ATTO 3 (SUPERIOR) Long Range EV is its state-of-the-art electric powertrain. Powered by a high-capacity Blade battery and a powerful electric motor, it delivers […]",,,,2023
Maruti Suzuki Wagon R 2012 VXI,,"NRs 1,350,000.00",Maruti Suzuki Wagon-R 2012 VXI is up for SALE. Fully option VXI variant in an excellent driving condition. Comes with a buyback policy. Excellent mileage […],,,,2012
HYUNDAI CRETA SX 2021 (FULL OPTION) Single Owner  LOW RUN,,"NRs 5,300,000.00","Introducing an exceptional opportunity to own a practically brand-new Hyundai Creta SX 2021. This immaculate used SUV offers the perfect blend of style, performance, and […]",,,,2021
Maruti Suzuki Breeza ZXi+ Single Owner,,"NRs 3,450,000.00",Single Owner Fully Loaded 2020 Suzuki Vitara Brezza ZXi+ Dual Tone in Immaculate Condition. Low Run and comes with full-service history from Suzuki authorized service […],,,,0
Ford Ecosport 2019 Titanium New Shape,,"NRs 2,450,000.00","EXCELLENT CONDITION FORD ECOSPORTS 2018 FULL OPTION TITANIUM with Touch screen display. In Brand new spotless condition. price @Nrs24,50,000/-(Taking Offers) (VIEWING HIGHLY RECOMMENDED) For Test […]",,,,2019
Ford EcoSport 2015 Trend in Bargain Price,,"NRs 1,750,000.00","Excellent condition, Ford Ecosport 2015 Trend is Up for SALE SINGLE OWNER. Interiors and Exteriors are very clean. Best in Segment, one beautiful Quality drive […]",,,,2015
Hyundai i20 ASTA 2009 Very Clean Inside out,,"NRs 1,375,000.00","Clean and Fresh Hyundai’s i20 Asta Fully loaded 2009. Much looked after and driven with extra care, this beautiful car runs just as new with […]",,,,2009
Kia Seltos HTX IVT Fully Loaded 2021 AUTOMATIC with SUNROOF,,"NRs 5,350,000.00",2021 Kia Seltos HTX IVT Automatic with Leather interior and Sunroof(FULLY LOADED TOP MODEL). This Brand new beauty is a fully loaded top variant with […],,,,2021
Kia Seltos 2020 HTX,,"NRs 4,300,000.00",Single Owner Kia Seltos HTX Manual 2020 with Leather interior This Brand new beauty is a fully loaded top variant with Remote app controllability and […],,,,2020
Nissan X-Trail 2007 4WD Fully Loaded,,"NRs 1,950,000.00",Excellent condition Japanese Suv(4WD) NISSAN X-Trail 2007 Fully loaded with Sunroof. Very clean inside and outside. Beautiful Japanese quality vehicle. VALUE FOR MONEY WITH OUT […],,,,2007
DFSK Glory 580 7-Seater SUV 2019 Single Owner,,"NRs 4,100,000.00","DFSK Glory 580 is a very attractive SUV. It has a sports style front design with the Front chromed grille. Moreover, it has a lion-shaped […]",,,,2019
New Compact SUV Corolla Cross 1.8 L 2020 in Brand new condition,,"NRs 9,200,000.00","New Look Toyota Corolla Cross 2020 is up for sale. The Corolla Cross represents the urban toughness of the modern SUV, while offering refined comfort […]",,,,2020
Kia Picanto 2008 Single Owner,,"NRs 975,000.00","Single Owner Kia Picanto 2008 with Low Kms is here for you with full Kia Service history. A problem-free vehicle, Newly Polished and Serviced. Priced@9,75,000/-(Taking […]",,,,2008
Hyundai I10 Sportz 1.2 2009,,"NRs 1,350,000.00",This 2009 Hyundai i10 Sports has been well-maintained and is in good condition inside and out. Both the interior and exterior reflect the care it […],,,,2009
HYUNDAI I10 MAGNA 1.2 2010 New Shape,,"NRs 1,375,000.00",HYUNDAI I10 MAGNA 1.2 2010 in immaculate condition. Free from problems or any kind of accidents. Fully Serviced and Refurbished to original condition. Priced @1375000/-(taking […],,,,2010
Honda CRV 2008 Automatic with Sunroof,,"NRs 2,500,000.00","In super Excellent condition Japanese Honda CRV Auto 2008 dressed in Metallic Silver, a real head turner quality vehicle. This Quality SUV is a (Fully […]",,,,2008
SUZUKI SWIFT VXI 2014,,"NRs 1,850,000.00",Suzuki Swift Vxi 2014 in immaculate condition. Quality vehicle not to miss out on. This Vehicle is free from accidents and has no problems or […],,,,2014
Toyota RAV4 2002 the only Japanese 4WD,,"NRs 1,350,000.00","Excellent condition Toyota (RAV4 2002), the only Japanese 4WD power performance with in a reasonable price range. Accident free and scratch-less with very clean interiors […]",,,,2002
2019 Ford Ranger 3.2 (4×4)  Double Cab Pick Up,,"NRs 6,500,000.00","Introducing 2019 Ford Ranger 3.2 (4×4) Double Cab Pick Up in its original beauty. Remarkable opportunity to own a pre-owned Ford Ranger. In mint condition, […]",,,,2019
Maruti Suzuki Celerio X ZXi 2019 Model Single Owner,,"NRs 2,250,000.00","Single owner top model Maruti Suzuki Celerio X ZXi 2019, Fully option ZXI variant in an excellent driving condition. In original factory condition with no […]",,,,2019
Datsun Redi Go 2016 800 CC Single Owner Single Airbag,,"NRs 1,050,000.00","Nissan Datsun Redi-go 2016 free from accidents and problems. Economical cheap best for City Drive. Ideal first-time buyers’ choice. Priced@NRs10,50,000/(Taking offers) For Test Drive and […]",,,,2016
Nissan Magnite XL 2021 like brand new,,"NRs 2,500,000.00","Experience the 2022 Nissan Magnite XL and elevate your driving experience to new heights. From its eye-catching design to its advanced features, this compact SUV […]",,,,2021
Ford Figo Titanium 2013 With Airbags and ABS,,"NRs 1,250,000.00","Ford Figo 2013 Full Option (Titanium) in Excellent condition. Comes with Dual Airbags, ABS, Bluetooth, Alloys wheels. This Vehicle is in near immaculate condition. (No […]",,,,2013
Daihatsu Sirion 1.3 2008 best in its segment,,"NRs 950,000.00","Excellent condition Daihatsu Sirion 1300cc 2008 is up for SALE. Drives in good condition, recently refurbished to showroom condition. Fully painted and polished. Comes with […]",,,,2008
Renault KWID A/T New Shape 2020 perfect city car,,"NRs 1,775,000.00","Excellent condition Renault Kwid 2020 Auto Gear in brand new condition. No scratches, No Dents. Comes with AirBag, Ample ground clearance, TouchScreen Bluetooth, with full […]",,,,2020
Hyundai Grand i10 Magna 2014 Up for SALE,,"NRs 1,825,000.00",Hyundai Grand i10 Magna 2014 Free from accidents and problems. A Much looked after vehicle by its previous owners. * Quality 100% Viewing highly recommended. […],,,,2014
Maruti Suzuki Wagon R 2009 in your budget,,"NRs 1,025,000.00",Maruti Suzuki Wagon-R 2009 VXI. In an excellent driving condition. No Visible wear and tear. Excellent mileage and cheap maintenance vehicle with good re-sell market […],,,,2009
Hyundai Eon Era+ 2015 Single Owner,,"NRs 1,325,000.00","Single Owner Hyundai Eon Era+ 2015 in excellent condition, free from accidents and problems. Viewing is highly recommended. Priced@NRs13,25,000/-(Taking near offers) Visit www.ktmcarsales.com For Test […]",,,,2015
HYUNDAI XCENT ‘S’ Single Owner 2014,,"NRs 1,725,000.00",Excellent condition Hyundai Xcent ‘S’ mid sized sedan in super immaculate condition. This Vehicle is singly driven and well looked after by its previous owner. […],,,,2014
Hyundai Grand i10 Magna F/L 2017 Single Owner,,"NRs 2,050,000.00",Single Owner HYUNDAI GRAND I10 Magna 2017 in METALLIC SILVER. COMES WITH BUY BACK POLICY. T&C’S APPLY This perfect family hatchback is in immaculate condition. […],,,,2017
Hyundai Creta S 2016 with alloy wheels and accessories,,"NRs 3,200,000.00","In Super Excellent condition, Creta S 2016 in Metallic white Color. Well maintained, nothing to sepnd on. What more to ask for value appreciating Bargain […]",,,,2016
